n	t0	t1	t2	t3
1	0.586125336700000	0.634914544100000	0.545370370400000	0.596439271000000
2	0.620627925200000	0.586238192800000	0.557923557900000	0.582956997300000
3 	0.607159142700000	0.623333333300000	0.638026099700000	0.613898629800000
